UserId,WorkerId,Worker's Profession,Worker's city,Ratings
472,32582,Painter,California,4
547,32582,Painter,California,4
8,32587,Driver,California,3.5
15,32587,Driver,California,3.5
17,32587,Driver,California,5
22,32587,Driver,California,4.5
23,32587,Driver,California,3.5
26,32587,Driver,California,4
48,32587,Driver,California,4.5
56,32587,Driver,California,4
73,32587,Driver,California,4.5
77,32587,Driver,California,4.5
84,32587,Driver,California,3.5
88,32587,Driver,California,3.5
94,32587,Driver,California,4
105,32587,Driver,California,4.5
120,32587,Driver,California,1.5
124,32587,Driver,California,4
125,32587,Driver,California,4.5
143,32587,Driver,California,5
149,32587,Driver,California,4
152,32587,Driver,California,4
157,32587,Driver,California,4
165,32587,Driver,California,4
169,32587,Driver,California,4
187,32587,Driver,California,4
199,32587,Driver,California,4
200,32587,Driver,California,2.5
203,32587,Driver,California,4.5
212,32587,Driver,California,3
255,32587,Driver,California,5
257,32587,Driver,California,1
262,32587,Driver,California,2.5
270,32587,Driver,California,4.5
275,32587,Driver,California,3
283,32587,Driver,California,3.5
292,32587,Driver,California,4.5
294,32587,Driver,California,4
299,32587,Driver,California,4
307,32587,Driver,California,4.5
309,32587,Driver,California,4
332,32587,Driver,California,5
352,32587,Driver,California,3
353,32587,Driver,California,3.5
355,32587,Driver,California,4.5
380,32587,Driver,California,4.5
384,32587,Driver,California,5
402,32587,Driver,California,3.5
407,32587,Driver,California,3
417,32587,Driver,California,3.5
418,32587,Driver,California,3.5
426,32587,Driver,California,4
430,32587,Driver,California,5
431,32587,Driver,California,4.5
432,32587,Driver,California,5
433,32587,Driver,California,4
442,32587,Driver,California,4
450,32587,Driver,California,4.5
457,32587,Driver,California,3
473,32587,Driver,California,5
475,32587,Driver,California,4
478,32587,Driver,California,4.5
480,32587,Driver,California,5
481,32587,Driver,California,4
509,32587,Driver,California,1.5
519,32587,Driver,California,5
520,32587,Driver,California,3.5
522,32587,Driver,California,4
561,32587,Driver,California,3.5
562,32587,Driver,California,4
574,32587,Driver,California,4
580,32587,Driver,California,3
596,32587,Driver,California,3.5
607,32587,Driver,California,5
610,32587,Driver,California,3.5
615,32587,Driver,California,4.5
622,32587,Driver,California,3
624,32587,Driver,California,4
648,32587,Driver,California,4
654,32587,Driver,California,4.5
655,32587,Driver,California,5
664,32587,Driver,California,4.5
587,32591,Driver,California,4
73,32596,Labourer,California,2.5
213,32596,Labourer,California,4
353,32596,Labourer,California,1
563,32596,Labourer,California,4
577,32596,Labourer,California,4
56,32598,Plumber,California,2
88,32598,Plumber,California,3
311,32598,Plumber,California,4
380,32598,Plumber,California,2.5
382,32598,Plumber,California,4
402,32598,Plumber,California,3
457,32598,Plumber,California,2
547,32598,Plumber,California,4
472,32632,Carpenter,California,4
584,32666,Carpenter,California,1
262,32686,Labourer,California,3
262,32728,Tutor,California,2.5
547,32728,Tutor,California,3.5
299,32735,Craftsman,California,4
355,32743,Electrician,California,3.5
299,32797,Painter,California,4.5
199,32825,Painter,California,4
481,32825,Painter,California,4.5
157,32840,Technician,California,4
299,32840,Technician,California,5
394,32844,Carpenter,California,0.5
468,32853,Craftsman,California,4
529,32853,Craftsman,California,3.5
648,32853,Craftsman,California,1.5
468,32882,Craftsman,California,3
547,32882,Craftsman,California,2.5
23,32892,Plumber,California,4
262,32898,Technician,California,3
299,32898,Technician,California,4.5
378,32898,Technician,California,4
468,32898,Technician,California,4.5
481,32898,Technician,California,5
547,32898,Technician,California,5
457,32914,Technician,California,3
547,32943,Tutor,California,4
15,33004,Craftsman,California,0.5
17,33004,Craftsman,California,2.5
61,33004,Craftsman,California,2
68,33004,Craftsman,California,2.5
73,33004,Craftsman,California,3
97,33004,Craftsman,California,3.5
134,33004,Craftsman,California,5
157,33004,Craftsman,California,3
176,33004,Craftsman,California,3.5
200,33004,Craftsman,California,4.5
212,33004,Craftsman,California,2.5
213,33004,Craftsman,California,2
244,33004,Craftsman,California,5
251,33004,Craftsman,California,4
283,33004,Craftsman,California,4.5
294,33004,Craftsman,California,4
309,33004,Craftsman,California,3.5
346,33004,Craftsman,California,1
353,33004,Craftsman,California,3
355,33004,Craftsman,California,3
380,33004,Craftsman,California,3.5
457,33004,Craftsman,California,2
475,33004,Craftsman,California,3
546,33004,Craftsman,California,5
561,33004,Craftsman,California,3.5
562,33004,Craftsman,California,4
577,33004,Craftsman,California,5
580,33004,Craftsman,California,3
607,33004,Craftsman,California,4
615,33004,Craftsman,California,4
624,33004,Craftsman,California,3
625,33004,Craftsman,California,4
627,33004,Craftsman,California,1.5
664,33004,Craftsman,California,4
299,33021,Tutor,California,3.5
418,33085,Plumber,California,1
664,33085,Plumber,California,3
596,33124,Plumber,California,3.5
299,33138,Carpenter,California,5
427,33138,Carpenter,California,4
238,33145,Plumber,California,3
418,33145,Plumber,California,4
15,33154,Cook,California,3.5
31,33154,Cook,California,4
48,33154,Cook,California,4
380,33154,Cook,California,3.5
427,33154,Cook,California,4
547,33154,Cook,California,4
562,33154,Cook,California,2.5
475,33158,Driver,California,1
23,33162,Carpenter,California,2.5
73,33162,Carpenter,California,4
262,33162,Carpenter,California,2
353,33162,Carpenter,California,3.5
380,33162,Carpenter,California,3.5
388,33162,Carpenter,California,3
457,33162,Carpenter,California,1.5
562,33162,Carpenter,California,4
572,33162,Carpenter,California,3.5
596,33162,Carpenter,California,2
73,33164,Tutor,California,1
255,33164,Tutor,California,1
384,33164,Tutor,California,3.5
5,33166,Craftsman,California,5
8,33166,Craftsman,California,4.5
15,33166,Craftsman,California,3.5
23,33166,Craftsman,California,5
48,33166,Craftsman,California,3.5
56,33166,Craftsman,California,2
73,33166,Craftsman,California,5
75,33166,Craftsman,California,4.5
78,33166,Craftsman,California,5
94,33166,Craftsman,California,4.5
105,33166,Craftsman,California,4
124,33166,Craftsman,California,3.5
125,33166,Craftsman,California,5
133,33166,Craftsman,California,4
143,33166,Craftsman,California,4.5
152,33166,Craftsman,California,3
164,33166,Craftsman,California,4
169,33166,Craftsman,California,5
212,33166,Craftsman,California,4.5
230,33166,Craftsman,California,4
283,33166,Craftsman,California,4.5
292,33166,Craftsman,California,3.5
303,33166,Craftsman,California,3.5
313,33166,Craftsman,California,3.5
362,33166,Craftsman,California,4.5
380,33166,Craftsman,California,4.5
384,33166,Craftsman,California,4
427,33166,Craftsman,California,5
432,33166,Craftsman,California,4
433,33166,Craftsman,California,2
457,33166,Craftsman,California,3
475,33166,Craftsman,California,3
480,33166,Craftsman,California,3.5
481,33166,Craftsman,California,4
483,33166,Craftsman,California,3
520,33166,Craftsman,California,4.5
529,33166,Craftsman,California,2
547,33166,Craftsman,California,4
563,33166,Craftsman,California,4.5
574,33166,Craftsman,California,4
580,33166,Craftsman,California,4
596,33166,Craftsman,California,5
607,33166,Craftsman,California,3.5
624,33166,Craftsman,California,4
627,33166,Craftsman,California,5
648,33166,Craftsman,California,4
654,33166,Craftsman,California,4.5
664,33166,Craftsman,California,3.5
73,33171,Painter,California,4
230,33171,Painter,California,4
262,33171,Painter,California,5
299,33171,Painter,California,5
427,33171,Painter,California,2.5
547,33171,Painter,California,3.5
580,33171,Painter,California,4
599,33296,Painter,California,3
468,33312,Labourer,California,4
547,33358,Painter,California,4
468,33380,Craftsman,California,3.5
313,33437,Cook,California,4
353,33437,Cook,California,3.5
580,33437,Cook,California,3.5
596,33437,Cook,California,4
8,33493,Technician,California,4.5
15,33493,Technician,California,5
22,33493,Technician,California,2.5
23,33493,Technician,California,4
73,33493,Technician,California,3
77,33493,Technician,California,3
78,33493,Technician,California,5
124,33493,Technician,California,3.5
125,33493,Technician,California,1.5
130,33493,Technician,California,4
146,33493,Technician,California,3.5
150,33493,Technician,California,4
152,33493,Technician,California,4
157,33493,Technician,California,2.5
163,33493,Technician,California,3.5
176,33493,Technician,California,3.5
199,33493,Technician,California,5
205,33493,Technician,California,4.5
212,33493,Technician,California,3.5
213,33493,Technician,California,2.5
234,33493,Technician,California,3.5
243,33493,Technician,California,5
260,33493,Technician,California,5
268,33493,Technician,California,4
270,33493,Technician,California,3.5
273,33493,Technician,California,4
283,33493,Technician,California,1.5
287,33493,Technician,California,4.5
292,33493,Technician,California,4
294,33493,Technician,California,4
316,33493,Technician,California,4
346,33493,Technician,California,1.5
347,33493,Technician,California,4.5
353,33493,Technician,California,2.5
355,33493,Technician,California,4
367,33493,Technician,California,3.5
380,33493,Technician,California,4.5
384,33493,Technician,California,4.5
388,33493,Technician,California,4
406,33493,Technician,California,4
430,33493,Technician,California,3.5
456,33493,Technician,California,3.5
468,33493,Technician,California,2.5
471,33493,Technician,California,4
475,33493,Technician,California,2.5
481,33493,Technician,California,3
483,33493,Technician,California,1
505,33493,Technician,California,3
544,33493,Technician,California,4
553,33493,Technician,California,5
561,33493,Technician,California,3.5
562,33493,Technician,California,5
574,33493,Technician,California,3.5
577,33493,Technician,California,5
580,33493,Technician,California,2.5
586,33493,Technician,California,1
596,33493,Technician,California,3.5
607,33493,Technician,California,4.5
620,33493,Technician,California,3.5
624,33493,Technician,California,3.5
654,33493,Technician,California,4.5
660,33493,Technician,California,4.5
56,33495,Tutor,California,4
353,33495,Tutor,California,1.5
200,33499,Tutor,California,2.5
452,33499,Tutor,California,2
199,33558,Plumber,California,3
426,33587,Cook,California,2
547,33587,Cook,California,4
262,33592,Carpenter,California,2.5
17,33615,Tutor,California,1
46,33615,Tutor,California,5
48,33615,Tutor,California,3.5
61,33615,Tutor,California,2.5
205,33615,Tutor,California,3
212,33615,Tutor,California,2.5
213,33615,Tutor,California,2
219,33615,Tutor,California,3
250,33615,Tutor,California,5
313,33615,Tutor,California,4
328,33615,Tutor,California,2.5
333,33615,Tutor,California,4.5
353,33615,Tutor,California,2.5
366,33615,Tutor,California,4
380,33615,Tutor,California,2.5
384,33615,Tutor,California,4
397,33615,Tutor,California,3
418,33615,Tutor,California,3.5
442,33615,Tutor,California,4.5
471,33615,Tutor,California,4
475,33615,Tutor,California,2
547,33615,Tutor,California,3.5
572,33615,Tutor,California,4
574,33615,Tutor,California,3.5
580,33615,Tutor,California,3
581,33615,Tutor,California,4
620,33615,Tutor,California,1.5
624,33615,Tutor,California,4
212,33621,Painter,California,3.5
294,33639,Plumber,California,4
382,33639,Plumber,California,3
427,33639,Plumber,California,4.5
472,33639,Plumber,California,4.5
500,33639,Plumber,California,4
547,33639,Plumber,California,3
84,33646,Driver,California,4
263,33646,Driver,California,3
475,33646,Driver,California,2.5
56,33660,Painter,California,4
61,33660,Painter,California,2
94,33660,Painter,California,4.5
199,33660,Painter,California,4
212,33660,Painter,California,3.5
250,33660,Painter,California,4
255,33660,Painter,California,3
275,33660,Painter,California,4.5
328,33660,Painter,California,2
333,33660,Painter,California,3.5
380,33660,Painter,California,4
468,33660,Painter,California,3
500,33660,Painter,California,3
509,33660,Painter,California,3.5
522,33660,Painter,California,3.5
527,33660,Painter,California,4.5
547,33660,Painter,California,3.5
578,33660,Painter,California,3
654,33660,Painter,California,5
187,33669,Tutor,California,4.5
212,33669,Tutor,California,3.5
452,33669,Tutor,California,3
599,33669,Tutor,California,4
480,33672,Driver,California,3.5
5,33679,Painter,California,4
15,33679,Painter,California,3.5
48,33679,Painter,California,3.5
61,33679,Painter,California,4
73,33679,Painter,California,2
91,33679,Painter,California,4.5
97,33679,Painter,California,2
125,33679,Painter,California,3.5
149,33679,Painter,California,2.5
200,33679,Painter,California,3
205,33679,Painter,California,4
212,33679,Painter,California,2.5
213,33679,Painter,California,3.5
238,33679,Painter,California,3.5
250,33679,Painter,California,4
255,33679,Painter,California,3
294,33679,Painter,California,4
316,33679,Painter,California,3.5
339,33679,Painter,California,3.5
346,33679,Painter,California,2.5
353,33679,Painter,California,3.5
367,33679,Painter,California,3.5
371,33679,Painter,California,3
378,33679,Painter,California,0.5
380,33679,Painter,California,3.5
382,33679,Painter,California,2.5
384,33679,Painter,California,2.5
418,33679,Painter,California,4
426,33679,Painter,California,3.5
457,33679,Painter,California,1
461,33679,Painter,California,3.5
468,33679,Painter,California,1.5
475,33679,Painter,California,3
480,33679,Painter,California,2.5
481,33679,Painter,California,2.5
500,33679,Painter,California,3
501,33679,Painter,California,3.5
547,33679,Painter,California,0.5
553,33679,Painter,California,3.5
561,33679,Painter,California,4
562,33679,Painter,California,4
574,33679,Painter,California,3.5
596,33679,Painter,California,3.5
607,33679,Painter,California,4
612,33679,Painter,California,2.5
615,33679,Painter,California,4
620,33679,Painter,California,4
624,33679,Painter,California,2
664,33679,Painter,California,3
213,33681,Cook,California,0.5
468,33681,Cook,California,0.5
542,33681,Cook,California,3.5
17,33683,Plumber,California,2
262,33683,Plumber,California,3
384,33688,Labourer,California,1
648,33750,Plumber,California,4
394,33760,Plumber,California,3.5
8,33794,Painter,California,4.5
15,33794,Painter,California,4.5
22,33794,Painter,California,3
23,33794,Painter,California,3.5
26,33794,Painter,California,4
31,33794,Painter,California,4.5
38,33794,Painter,California,4
40,33794,Painter,California,4
42,33794,Painter,California,3.5
46,33794,Painter,California,5
54,33794,Painter,California,1
56,33794,Painter,California,4
59,33794,Painter,California,2
61,33794,Painter,California,5
72,33794,Painter,California,3
73,33794,Painter,California,4
75,33794,Painter,California,4.5
77,33794,Painter,California,4
78,33794,Painter,California,4
84,33794,Painter,California,4
88,33794,Painter,California,2
89,33794,Painter,California,5
91,33794,Painter,California,5
94,33794,Painter,California,3
101,33794,Painter,California,5
104,33794,Painter,California,4.5
130,33794,Painter,California,3
134,33794,Painter,California,3
138,33794,Painter,California,4
143,33794,Painter,California,2.5
146,33794,Painter,California,3.5
152,33794,Painter,California,4
157,33794,Painter,California,4
165,33794,Painter,California,3.5
169,33794,Painter,California,5
176,33794,Painter,California,2.5
199,33794,Painter,California,4
205,33794,Painter,California,4.5
212,33794,Painter,California,4.5
213,33794,Painter,California,3.5
219,33794,Painter,California,5
228,33794,Painter,California,4
234,33794,Painter,California,4
268,33794,Painter,California,4
270,33794,Painter,California,4
272,33794,Painter,California,4
273,33794,Painter,California,4
275,33794,Painter,California,5
276,33794,Painter,California,2.5
287,33794,Painter,California,5
294,33794,Painter,California,4
307,33794,Painter,California,4
313,33794,Painter,California,3
316,33794,Painter,California,3.5
346,33794,Painter,California,1
353,33794,Painter,California,3.5
355,33794,Painter,California,3.5
362,33794,Painter,California,4
365,33794,Painter,California,3.5
367,33794,Painter,California,3.5
378,33794,Painter,California,0.5
380,33794,Painter,California,3.5
384,33794,Painter,California,4
388,33794,Painter,California,4.5
402,33794,Painter,California,3.5
407,33794,Painter,California,4
418,33794,Painter,California,4
423,33794,Painter,California,4
426,33794,Painter,California,4
428,33794,Painter,California,4
430,33794,Painter,California,5
431,33794,Painter,California,3.5
433,33794,Painter,California,3.5
450,33794,Painter,California,3
456,33794,Painter,California,3.5
461,33794,Painter,California,4
468,33794,Painter,California,3
473,33794,Painter,California,4
475,33794,Painter,California,3.5
479,33794,Painter,California,5
480,33794,Painter,California,4
483,33794,Painter,California,3.5
509,33794,Painter,California,4.5
515,33794,Painter,California,4.5
522,33794,Painter,California,3.5
524,33794,Painter,California,4
528,33794,Painter,California,3.5
544,33794,Painter,California,4.5
553,33794,Painter,California,5
561,33794,Painter,California,4.5
562,33794,Painter,California,4.5
563,33794,Painter,California,4
570,33794,Painter,California,2
574,33794,Painter,California,3.5
580,33794,Painter,California,4.5
584,33794,Painter,California,5
607,33794,Painter,California,5
615,33794,Painter,California,4
622,33794,Painter,California,5
623,33794,Painter,California,5
624,33794,Painter,California,3.5
627,33794,Painter,California,4
632,33794,Painter,California,4
654,33794,Painter,California,4.5
664,33794,Painter,California,4
262,33817,Technician,California,1
388,33817,Technician,California,3.5
380,33826,Electrician,California,4
402,33830,Electrician,California,3
624,33830,Electrician,California,2
73,33834,Electrician,California,3
332,33834,Electrician,California,3.5
346,33834,Electrician,California,4.5
353,33834,Electrician,California,2.5
355,33834,Electrician,California,3
200,33836,Carpenter,California,3
212,33836,Carpenter,California,1
213,33836,Carpenter,California,1.5
294,33836,Carpenter,California,4.5
402,33836,Carpenter,California,3
547,33836,Carpenter,California,0.5
654,33836,Carpenter,California,2
427,33838,Technician,California,3.5
56,33880,Carpenter,California,2
262,33880,Carpenter,California,3
427,33880,Carpenter,California,2.5
547,33880,Carpenter,California,2.5
587,33880,Carpenter,California,3.5
262,33896,Tutor,California,2.5
23,33903,Painter,California,3.5
304,33903,Painter,California,4
481,33903,Painter,California,5
544,33903,Painter,California,4.5
547,33912,Driver,California,4
547,33917,Driver,California,4
547,34002,Driver,California,2.5
547,34018,Painter,California,3
624,34018,Painter,California,3
15,34048,Driver,California,0.5
17,34048,Driver,California,3
23,34048,Driver,California,3
73,34048,Driver,California,2.5
78,34048,Driver,California,2
149,34048,Driver,California,3
150,34048,Driver,California,2.5
157,34048,Driver,California,2
164,34048,Driver,California,3.5
212,34048,Driver,California,3
213,34048,Driver,California,3.5
250,34048,Driver,California,4
283,34048,Driver,California,3
287,34048,Driver,California,4.5
316,34048,Driver,California,2.5
324,34048,Driver,California,2.5
353,34048,Driver,California,2
355,34048,Driver,California,4
367,34048,Driver,California,3.5
380,34048,Driver,California,2.5
384,34048,Driver,California,2.5
402,34048,Driver,California,3
426,34048,Driver,California,4.5
461,34048,Driver,California,3.5
468,34048,Driver,California,2.5
475,34048,Driver,California,2.5
481,34048,Driver,California,2
486,34048,Driver,California,2.5
520,34048,Driver,California,0.5
540,34048,Driver,California,4.5
547,34048,Driver,California,3.5
572,34048,Driver,California,3.5
580,34048,Driver,California,2.5
596,34048,Driver,California,3
612,34048,Driver,California,3
615,34048,Driver,California,2.5
624,34048,Driver,California,3
627,34048,Driver,California,1
654,34048,Driver,California,4
664,34048,Driver,California,3
15,34072,Tutor,California,1.5
283,34072,Tutor,California,5
294,34072,Tutor,California,4
431,34072,Tutor,California,5
442,34072,Tutor,California,4
468,34072,Tutor,California,3
481,34072,Tutor,California,4
562,34072,Tutor,California,4
654,34072,Tutor,California,4.5
380,34129,Painter,California,2
23,34143,Labourer,California,2.5
367,34143,Labourer,California,3.5
380,34143,Labourer,California,2
15,34150,Plumber,California,1
61,34150,Plumber,California,2.5
73,34150,Plumber,California,3
157,34150,Plumber,California,2
212,34150,Plumber,California,3.5
213,34150,Plumber,California,4
294,34150,Plumber,California,4
324,34150,Plumber,California,3.5
380,34150,Plumber,California,2.5
384,34150,Plumber,California,2.5
433,34150,Plumber,California,1.5
475,34150,Plumber,California,1
572,34150,Plumber,California,3
620,34150,Plumber,California,2
624,34150,Plumber,California,2
59,34153,Craftsman,California,4
294,34153,Craftsman,California,4
427,34153,Craftsman,California,4.5
452,34153,Craftsman,California,3.5
528,34153,Craftsman,California,4
5,34162,Labourer,California,4.5
8,34162,Labourer,California,3.5
15,34162,Labourer,California,1
56,34162,Labourer,California,4
61,34162,Labourer,California,4
73,34162,Labourer,California,3
84,34162,Labourer,California,3.5
91,34162,Labourer,California,4.5
94,34162,Labourer,California,3.5
105,34162,Labourer,California,3.5
125,34162,Labourer,California,4
149,34162,Labourer,California,3.5
179,34162,Labourer,California,4
187,34162,Labourer,California,5
199,34162,Labourer,California,3.5
205,34162,Labourer,California,3
238,34162,Labourer,California,4
244,34162,Labourer,California,4
297,34162,Labourer,California,2
316,34162,Labourer,California,3.5
353,34162,Labourer,California,3.5
380,34162,Labourer,California,4
384,34162,Labourer,California,3.5
388,34162,Labourer,California,4.5
402,34162,Labourer,California,4.5
418,34162,Labourer,California,4
427,34162,Labourer,California,2
433,34162,Labourer,California,3
457,34162,Labourer,California,3
465,34162,Labourer,California,4
475,34162,Labourer,California,2.5
480,34162,Labourer,California,3.5
500,34162,Labourer,California,3
522,34162,Labourer,California,4
547,34162,Labourer,California,3
562,34162,Labourer,California,4
574,34162,Labourer,California,3.5
580,34162,Labourer,California,4
607,34162,Labourer,California,3.5
615,34162,Labourer,California,3
624,34162,Labourer,California,4
664,34162,Labourer,California,3.5
187,34164,Plumber,California,4
427,34164,Plumber,California,4.5
283,34198,Craftsman,California,3
353,34271,Plumber,California,2
509,34271,Plumber,California,3.5
15,34319,Cook,California,1
73,34319,Cook,California,3
75,34319,Cook,California,4
77,34319,Cook,California,2
150,34319,Cook,California,4
199,34319,Cook,California,3.5
212,34319,Cook,California,2
213,34319,Cook,California,3.5
244,34319,Cook,California,3.5
250,34319,Cook,California,4.5
339,34319,Cook,California,3.5
353,34319,Cook,California,2.5
355,34319,Cook,California,3
367,34319,Cook,California,3.5
380,34319,Cook,California,2.5
384,34319,Cook,California,3.5
475,34319,Cook,California,2
501,34319,Cook,California,3.5
584,34319,Cook,California,4
596,34319,Cook,California,3.5
654,34319,Cook,California,4
664,34319,Cook,California,3
364,34321,Electrician,California,5
384,34321,Electrician,California,3
468,34321,Electrician,California,2
48,34323,Painter,California,3
262,34323,Painter,California,2
299,34323,Painter,California,5
23,34326,Labourer,California,4
299,34326,Labourer,California,5
136,34332,Labourer,California,3.5
149,34332,Labourer,California,4
169,34332,Labourer,California,4
205,34332,Labourer,California,2.5
213,34332,Labourer,California,3
294,34332,Labourer,California,4.5
346,34332,Labourer,California,4.5
353,34332,Labourer,California,3
380,34332,Labourer,California,3
382,34332,Labourer,California,3
475,34332,Labourer,California,2
654,34332,Labourer,California,4.5
15,34334,Tutor,California,1.5
353,34334,Tutor,California,2
367,34334,Tutor,California,3
380,34334,Tutor,California,2
382,34336,Plumber,California,3
380,34338,Tutor,California,4
428,34338,Tutor,California,5
509,34338,Tutor,California,3
547,34338,Tutor,California,4.5
562,34338,Tutor,California,3
571,34338,Tutor,California,4.5
547,34359,Cook,California,3.5
547,34364,Technician,California,3
15,34405,Electrician,California,0.5
48,34405,Electrician,California,3.5
73,34405,Electrician,California,3.5
77,34405,Electrician,California,4.5
88,34405,Electrician,California,3
94,34405,Electrician,California,3.5
124,34405,Electrician,California,2.5
134,34405,Electrician,California,5
152,34405,Electrician,California,4
157,34405,Electrician,California,3.5
169,34405,Electrician,California,5
178,34405,Electrician,California,3.5
199,34405,Electrician,California,3
212,34405,Electrician,California,4
213,34405,Electrician,California,3.5
251,34405,Electrician,California,3
270,34405,Electrician,California,5
298,34405,Electrician,California,5
316,34405,Electrician,California,4
328,34405,Electrician,California,4.5
346,34405,Electrician,California,3
352,34405,Electrician,California,4
353,34405,Electrician,California,4
355,34405,Electrician,California,3
367,34405,Electrician,California,2.5
380,34405,Electrician,California,4.5
402,34405,Electrician,California,4.5
461,34405,Electrician,California,4
480,34405,Electrician,California,5
483,34405,Electrician,California,0.5
494,34405,Electrician,California,4
528,34405,Electrician,California,4
553,34405,Electrician,California,4
561,34405,Electrician,California,4.5
580,34405,Electrician,California,4.5
601,34405,Electrician,California,4
607,34405,Electrician,California,5
615,34405,Electrician,California,4
654,34405,Electrician,California,4.5
664,34405,Electrician,California,4
572,34435,Technician,California,4.5
17,34437,Craftsman,California,5
23,34437,Craftsman,California,3
26,34437,Craftsman,California,3
73,34437,Craftsman,California,3.5
97,34437,Craftsman,California,3
143,34437,Craftsman,California,3
255,34437,Craftsman,California,4.5
262,34437,Craftsman,California,2
275,34437,Craftsman,California,4.5
299,34437,Craftsman,California,5
468,34437,Craftsman,California,3.5
481,34437,Craftsman,California,4.5
547,34437,Craftsman,California,3
596,34437,Craftsman,California,3.5
610,34437,Craftsman,California,3
384,34520,Tutor,California,3
624,34520,Tutor,California,2
353,34523,Cook,California,1
380,34523,Cook,California,3.5
56,34528,Painter,California,4
654,34528,Painter,California,4
73,34530,Tutor,California,2
380,34530,Tutor,California,1
187,34532,Driver,California,3.5
212,34532,Driver,California,3.5
367,34532,Driver,California,3.5
418,34532,Driver,California,3.5
654,34532,Driver,California,4
213,34534,Electrician,California,1.5
353,34534,Electrician,California,3
457,34534,Electrician,California,2
570,34534,Electrician,California,3.5
